gene,FAD_mean,FAD_KO_mean,log2_fold_change,p_value,neg_log10_p
Phf13,3.7998380363667574,4.212527048158466,0.4126890117917088,0.10098767946018002,0.9957316070969717
Rpl4,6.529776034151503,6.781916125590812,0.25214009143930927,0.10106268410393388,0.9954091716029584
Gsta4,3.8544677525806166,4.030194371787647,0.17572661920703014,0.10120023161706376,0.9948184935248996
Phyhipl,5.625314108358148,5.800393712636974,0.1750796042788263,0.1013159399713294,0.9943222219941704
Lmo4,7.6013567586860225,7.846198955609388,0.24484219692336584,0.10131692172046333,0.9943180137109934
Cfl2,4.64752123552261,4.841384900364658,0.19386366484204842,0.10134747143700111,0.9941870822413864
Pias3,2.872258523238473,3.1313723272577985,0.2591138040193255,0.10138398560045361,0.994030639821429
Tbck,2.827222812242241,3.0757656730590957,0.24854286081685473,0.10146064148764404,0.9937023961713516
Slc6a1,5.925979145888193,6.2209217343696706,0.2949425884814776,0.10147390493350276,0.9936456267207356
Tmem141,2.2452062822756407,2.471650531867661,0.22644424959202025,0.10154947195045817,0.9933223305516258
Atp5g1,4.575870916019425,4.729330881121309,0.15345996510188442,0.10158765124643583,0.9931590806492905
Mesdc2,3.656918045542648,3.9026127049356805,0.24569465939303248,0.1018391361591335,0.9920852932007551
Mthfd2,3.16935837238924,2.5757328996135,-0.5936254727757397,0.10187951571784322,0.9919131281132935
Nup188,1.6362796234416,2.0569465085304857,0.4206668850888857,0.10193666137655231,0.9916695945013277
Slc12a6,3.401439645098776,3.644763865711776,0.24332422061299974,0.10197213658204499,0.9915184810005908
Taf5l,3.106928556860888,3.445138216558991,0.33820965969810324,0.10211173861920556,0.9909243291716157
Dctn6,5.893845091977568,6.0596667354105636,0.165821643432996,0.10214956676984736,0.9907634709293669
Rps21,8.088645836746357,8.23272543491589,0.14407959816953309,0.10219615057443439,0.990565462476911
Cdc123,5.392940461933086,5.645294919200311,0.2523544572672254,0.10226493132985594,0.9902732689368074
Ttyh3,6.55176385147865,6.845808240790976,0.2940443893123268,0.10228960902907376,0.9901684813468614
Fam103a1,4.784146725681163,5.00200226298363,0.21785553730246665,0.10236613491338654,0.9898436942659954
Pik3cb,3.9945286713172323,4.188617717177294,0.19408904586006193,0.1024304830505712,0.9895707791944719
Vps39,2.587070310750518,2.93829705791894,0.35122674716842184,0.10249241868227875,0.9893082579860041
Nlgn1,5.866741912843556,6.020499850607682,0.1537579377641265,0.10255256317453455,0.9890534805062906
Prom1,2.971059229676156,3.2515527572186222,0.28049352754246604,0.10255547639416615,0.9890411436401851
Nsmf,7.278486965863649,7.428291839798116,0.1498048739344675,0.10266911547501686,0.9885601795380113
Slc25a3,8.53210801856759,8.714959636665572,0.1828516180979829,0.1027298089793349,0.9883035194328049
6030419C18Rik,5.182320308150031,5.4120020354176,0.22968172726756908,0.10273738198250036,0.9882715054312284
Snx10,4.638180384388309,4.860242568121694,0.22206218373338515,0.10276005269661354,0.9881756816941052
Sprn,5.193309077141978,5.465321907666042,0.2720128305240639,0.10288097027876876,0.9876649485340823
Csnk2b,4.643152915625916,4.904960683583095,0.26180776795717886,0.10288578812358479,0.9876446112994881
Bloc1s6,2.679558853851292,2.8575920740651597,0.1780332202138677,0.10293005413321714,0.9874577988189246
Cdk5rap1,1.7087130366905183,2.0812068261515706,0.37249378946105227,0.10299812224103896,0.9871706928461751
Zswim6,4.982000575787865,5.1450816688576335,0.1630810930697688,0.10299973419947128,0.9871638960312535
Plxna4,4.866283614537841,4.500373878794906,-0.3659097357429353,0.10303319569872027,0.9870228297986373
Bahd1,3.6727766476962267,3.952130444925666,0.2793537972294393,0.10321442163051926,0.9862596166916651
C1qtnf4,2.2170123594648152,2.4980457032394217,0.2810333437746064,0.10326620813411252,0.9860417696883425
Ndufa13,6.06101237072981,6.167577548296646,0.1065651775668357,0.10327467497425938,0.9860061631594882
Esco1,3.2742205850538717,3.6555962281207623,0.38137564306689065,0.10338428233453864,0.9855454826564154
Prep,3.497494648550114,3.7000524035690545,0.20255775501894036,0.10348312269103226,0.9851304745532712
Ssr1,6.4428004759529145,6.631976341727225,0.18917586577431056,0.1036828769089613,0.9842929608527967
Cxx1b,4.7394192967115965,4.953465091350363,0.21404579463876683,0.10373851937280743,0.9840599548464664
Rps25,6.248654934337796,6.440394680584556,0.1917397462467605,0.10375955927552288,0.9839718816099339
Mrpl27,3.7864634204364482,4.0763849718222565,0.2899215513858082,0.10380432311176761,0.983784559161079
Sspn,2.899766736457945,2.5686464278724053,-0.33112030858553965,0.10394635723494305,0.9831907257695844
Mnt,4.1141191367596255,4.356000974536447,0.24188183777682148,0.10397633313232775,0.983065502621582
Hivep3,3.4395554668282533,3.20737767424767,-0.23217779258058346,0.10403854440065373,0.982805732631357
Zfp938,3.338769046966218,3.544749782612295,0.20598073564607677,0.10408199557476959,0.9826243895940273
Lpar1,4.951601859857991,4.609440336311593,-0.34216152354639817,0.10422811982258533,0.9820150964275711
Sec24a,3.2111600451203732,3.573761321033071,0.36260127591269775,0.10426242481588545,0.9818721789686307
Ramp1,4.236042774366532,4.376769089999361,0.1407263156328291,0.1042734048150652,0.9818264453115617
Mrap2,1.628406121964926,2.1291953439066575,0.5007892219417316,0.10427647222427185,0.9818136698651199
Kdm4b,3.0023546218705146,2.7610084160810366,-0.24134620578947796,0.10429309781779521,0.9817444325018804
Csnk1e,4.464659903448179,4.613535258994505,0.14887535554632603,0.10433486823284385,0.9815705280982835
Elk1,5.366795872781414,5.507390871976949,0.1405949991955353,0.10451071827101674,0.9808391674739305
Tprkb,5.198208563735862,4.80827816378502,-0.3899303999508419,0.1045228475510808,0.980788767152944
Aldh1a1,3.4332450227578497,3.788300946392424,0.3550559236345743,0.1045627772061975,0.9806228903346556
Ppp1r9a,5.800061953184508,6.016389629205534,0.21632767602102643,0.10474868123474333,0.979851436009201
Naa10,2.343120932621965,2.614154957014021,0.27103402439205615,0.1047953656892977,0.979657922505604
Mdh1,8.299402407332353,8.577944294287649,0.2785418869552956,0.10488499780729531,0.9792866265390237
Rspo3,3.276686225435956,3.545022891097092,0.2683366656611361,0.10488926193456691,0.9792689705411264
Ppcs,2.922775344695878,3.224118405633044,0.3013430609371657,0.10489990324235343,0.9792249123911072
Cdk12,3.2383960814099466,3.572973124708316,0.33457704329836924,0.10497379596145727,0.9789190979740803
Tmem167,4.905471902389016,5.002975847587307,0.09750394519829086,0.10497650787059504,0.978907878488778
Prune2,5.2612392152748155,5.504783188362836,0.24354397308802067,0.10498521674360144,0.9788718508223128
Tmem29,2.8191552550569683,3.239046446058224,0.4198911910012555,0.105003944481767,0.9787943863158788
Higd2a,5.536036949482157,5.695136264605806,0.15909931512364928,0.10517723457058197,0.9780782522953825
Tbc1d9,3.8467167317559223,4.199291978268083,0.35257524651216077,0.10519107247489186,0.9780211170208161
Cand1,5.9504395949447,6.101768984300821,0.15132938935612117,0.10524090060487977,0.9778154440711683
Slc7a1,3.8419971538132898,4.066381517242828,0.22438436342953816,0.10528676582487681,0.9776262146686017
Mrpl1,3.953287154264038,4.112349462536934,0.15906230827289614,0.10531762925520247,0.9774989256101383
Cstb,3.8408922117453828,4.095001653272004,0.2541094415266216,0.10538237669455681,0.9772320109853634
Ubr3,5.616253670329232,5.802116104251996,0.18586243392276458,0.10546004281877179,0.976912056672746
Mkrn2,2.1051044735506377,2.403329195788818,0.2982247222381802,0.1055592003839003,0.9765039082414444
Ankrd50,3.5667387785352282,3.8495191821338905,0.2827804035986623,0.10557666914344196,0.976432043750499
Prdx3,4.39330426288592,4.600566910774983,0.20726264788906335,0.10561921800706436,0.9762570523036315
Dtd1,4.65974127758108,4.842512876817584,0.18277159923650377,0.10595483789898093,0.9748792086099758
Ddx46,5.000449618409408,5.134673095112245,0.13422347670283674,0.10604943491175381,0.9744916412950946
Rps15a,6.254392555761728,6.432937465299513,0.17854490953778424,0.10611691929510374,0.9742153666105298
Usp42,3.9811053257081546,4.119146318151393,0.13804099244323842,0.10614557817134715,0.9740980930267903
Bcas1,6.449540084786061,5.997983290910239,-0.45155679387582204,0.10618022551689185,0.9739563565929246
Bag3,3.2201339887543425,3.3801308469164355,0.15999685816209297,0.10631906708804954,0.9733888428280195
Hook3,4.979119770745618,4.790875965633636,-0.18824380511198235,0.1063400411545658,0.9733031759458822
Evl,3.9171618416195706,4.20034706637638,0.2831852247568092,0.10644833244760854,0.9728611375556198
Slc7a6os,3.322942697656213,3.5234339636832495,0.20049126602703637,0.10645814683653256,0.9728210980512298
Ankrd32,3.3277265134807124,3.604486190507599,0.27675967702688675,0.10656927055394158,0.9723680068740672
Spon1,4.415359446531001,4.569859235701375,0.15449978917037388,0.10663687884451922,0.9720925747761116
Top1,6.650026790011779,6.338858964706421,-0.31116782530535847,0.10664762378027895,0.9720488166384562
Rbak,3.2971341655982833,3.6010568259752316,0.30392266037694826,0.10671732990049876,0.9717650494693768
Mettl9,3.8552842778663194,4.074553450971667,0.21926917310534755,0.10676421472481018,0.9715742899276416
Unc79,4.2906444350475175,4.1372118188537295,-0.153432616193788,0.10707686820972882,0.9703043395688132
A430046D13Rik,2.8853854695148247,3.3199733995536906,0.434587930038866,0.10707969301141428,0.970292882569527
Krr1,3.5081749130359676,3.685708667425912,0.17753375438994423,0.10717181407010033,0.969919418032779
Setd1a,2.992575645356256,3.318673807607457,0.3260981622512009,0.10725336365296537,0.9695890786955478
Zfand2b,1.8806147348535909,2.0838873712496166,0.20327263639602577,0.10731066747456713,0.9693571038023233
Dnpep,1.8766282730582178,2.1721253879030242,0.29549711484480645,0.10746805130661422,0.9687206260132714
Smn1,3.506130077748002,3.7614785151841947,0.25534843743619273,0.10749159180992748,0.9686255057331776
Mrps31,3.0765205582215565,3.416802991309669,0.3402824330881127,0.1075463357750912,0.9684043819270777
Poc5,2.1031666904073347,2.2565700463089113,0.1534033559015766,0.10759671570785456,0.9682009849124226
Cask,4.5794544684527105,4.8460146551437875,0.26656018669107695,0.10761373329275871,0.968132301971897
Mrpl13,2.778836351183551,2.9608811447817156,0.1820447935981644,0.10762999777439204,0.9680666687048765
Mfn2,7.271497214130755,7.4513488113998525,0.1798515972690975,0.10773531017630639,0.9676419336432454
Zfp706,6.465354986901084,6.565331328876868,0.09997634197578442,0.10784724465216353,0.9671909460426334
Taf1b,2.5968488741190936,2.7924753659552466,0.195626491836153,0.1078668989142135,0.9671118067016826
Bud13,1.847094016727725,2.1287633583749446,0.2816693416472196,0.107958241522636,0.9667441980617552
Smim12,4.491642647942037,4.6821741971590285,0.1905315492169919,0.10806763284487918,0.966304361381838
Txnip,3.4602283471938704,2.872992656722411,-0.5872356904714593,0.10807944278922343,0.9662569030144245
Dpp3,2.53350457540104,2.7585926843787028,0.22508810897766285,0.10826472455578358,0.9655130246887468
Rgs12,3.405103174331515,3.652663883308088,0.247560708976573,0.10830108930924465,0.9653671751510889
Mrpl46,2.7518677132740463,2.9886103667273396,0.23674265345329326,0.10831748353411395,0.96530143820789
Rps11,4.429694605628274,4.599325131978785,0.16963052635051046,0.1084125838921131,0.9649203045345859
A830018L16Rik,4.430640291028445,4.649883535082629,0.2192432440541836,0.10846927760119986,0.9646932522084365
Cep97,3.6603860299470425,3.472000383029217,-0.18838564691782533,0.10847274059445544,0.9646793871317271
Rnf214,3.216440539825714,3.6437571673432934,0.4273166275175795,0.10871315176759772,0.9637179131852137
Vash1,3.2373413141792162,3.4312737833371956,0.19393246915797935,0.10880192540501772,0.9633634191104881
__ambiguous,11.220853252869361,11.38357568195252,0.16272242908315881,0.10888827150664267,0.9630188961327136
Numbl,5.204711069492962,5.267655971384032,0.06294490189107016,0.10892591624647165,0.9628687782445096
Letm1,4.213431429478546,4.376530716784909,0.16309928730636258,0.10895048545027276,0.9627708303291069
Plat,4.205286811502316,4.548200193443139,0.3429133819408232,0.10905375358681513,0.9623593815847209
Spryd7,3.67246788069759,3.89184362536495,0.2193757446673601,0.10910017991626493,0.9621745332193883
Arhgap44,4.830857565164392,5.050321058386987,0.2194634932225954,0.10934618905713955,0.9611963484315216
Fgfr3,4.736630984435175,5.0329960898960175,0.2963651054608425,0.10935100732150702,0.9611772119664719
Idh3g,4.733575821358063,5.0376037503184,0.3040279289603367,0.10940177776071625,0.9609756207320564
Wdr43,4.8037006012605765,4.929640040842099,0.1259394395815221,0.10941482740353359,0.9609238203865677
Rev3l,3.9138203912524383,4.165829414258706,0.2520090230062677,0.10941604679163085,0.9609189803609186
Acbd4,3.2812046880777643,3.6199907627398455,0.3387860746620812,0.10957822371619598,0.9602757438402291
Dnajb11,3.5136218735319615,3.703453918983861,0.18983204545189958,0.10959190609826563,0.960221519452582
Plcxd3,3.56656487827239,3.910760599191939,0.344195720919549,0.10960195555900595,0.9601816969382498
Elmod1,7.7209739503511825,7.80646904182625,0.0854950914750674,0.1096360234499987,0.9600467249114669
Creb3,3.812979833007983,3.982724218272623,0.16974438526463986,0.10991608265713612,0.9589387580020052
Boc,1.786809082558574,2.279417023707616,0.49260794114904183,0.10992622797712241,0.9588986742121505
Ncbp2,4.162279670999781,4.286730820973484,0.12445114997370332,0.10997272249038421,0.9587150233961157
C330018D20Rik,2.651855729152153,2.8699889003323356,0.21813317118018238,0.1102782991548964,0.9575099407285721
Cox6a1,6.294265280046389,6.432252364880384,0.1379870848339948,0.11028788959776056,0.9574721735944425
Wdsub1,1.643579213522023,2.082825657849636,0.43924644432761273,0.11032537188430473,0.9573245999602691
Ssu72,3.523058462729152,3.741848523358602,0.21879006062944972,0.11049813920570772,0.9566450354584863
Azi2,3.782665114937174,3.9026949585103714,0.12002984357319724,0.11056184981103843,0.9563947037252496
Nicn1,4.588433879775731,4.845916342921803,0.25748246314607215,0.11060617262599994,0.9562206355755616
Uqcrfs1,6.543766962073886,6.778104281267936,0.23433731919404988,0.11067973733876814,0.9559318801821424
Srrm4,2.7227769431108726,2.913045790739018,0.19026884762814555,0.11070846161218316,0.955819184080273
Plekha7,2.1856234363884286,2.7331958939436376,0.547572457555209,0.11075314304337834,0.9556439401655992
Spag7,5.832720899553716,6.109675188511628,0.27695428895791174,0.11079498426339252,0.9554798998606306
Sap30l,3.2198443254061515,3.6158702022858837,0.39602587687973223,0.11091822176297557,0.9549971016322012
Txnl1,4.691705111836293,4.8849601094298665,0.19325499759357356,0.11093260621197147,0.9549407837280499
Cic,4.513079043807131,4.7971923621180625,0.2841133183109319,0.11106376415833911,0.9544276115631375
Ank1,2.714539948649311,3.1314463377949227,0.41690638914561173,0.11124281606326905,0.9537280256937245
Clvs1,4.439066104979363,4.7288011848168345,0.28973507983747115,0.11128242389902968,0.9535734233241637
Myeov2,6.640112364059564,6.742623239525631,0.1025108754660673,0.11136961059860631,0.9532332988376099
Mgea5,5.949947434153525,6.061746411936549,0.11179897778302461,0.11137354188164951,0.9532179687633641
Pik3r2,3.4470424719845316,3.6739368238453225,0.22689435186079088,0.1114925382243158,0.9527541973372848
Sv2a,6.263530166618783,6.146078821080239,-0.11745134553854442,0.11155870388137137,0.9524965401252261
Ugdh,2.896151786856007,3.0234413184957503,0.1272895316397431,0.11175766036290839,0.9517226987166587
Spock3,5.001514723174917,5.252296614262869,0.2507818910879527,0.1118223137916702,0.9514715257013991
Dnaja3,3.390120158898258,3.5065221933612274,0.11640203446296926,0.11216226942270702,0.9501532120397944
Pgp,3.7824897390780987,3.5860664695137388,-0.19642326956435996,0.11224608367625792,0.9498288028187304
Eef1b2,6.854834792677939,7.036746185766464,0.18191139308852566,0.11236288152311169,0.9493771319344999
Mpc2,5.762938264626263,5.9152229886888845,0.15228472406262128,0.11242078242341262,0.9491533964404468
Cnpy3,3.9507932423902035,4.057555307942764,0.10676206555256096,0.11242341372265344,0.9491432315461764
Ly6h,5.172296239912691,5.36837109723922,0.19607485732652918,0.11252469550766994,0.9487521535907067
Tsc2,2.400830040645333,2.6593778357016116,0.2585477950562787,0.11259463408305533,0.9484823061422937
Eif2b4,3.7843808381097634,3.9613479521667005,0.1769671140569371,0.11301345420190038,0.9468698508721417
Ubxn7,4.51348749201559,4.766106056360509,0.25261856434491925,0.11305211171161592,0.9467213210131216
Ndufa5,7.208734175986325,7.379594557586273,0.17086038159994832,0.11323443163969195,0.9460214954321097
Rgl2,2.2493869475073622,2.5466220068711087,0.2972350593637465,0.11326297316791177,0.9459120422727051
Bloc1s2,2.42040627788882,2.603152035505969,0.18274575761714917,0.11327965591759678,0.9458480788043414
Thrsp,3.4515444058364113,3.3672389208452955,-0.08430548499111579,0.11328376548400663,0.9458323237278691
Lhx2,4.679856905194448,4.8011582683112906,0.12130136311684225,0.11344748595530417,0.9452051238234378
Clasrp,4.08731112641738,4.303710447380822,0.2163993209634416,0.11348141442270851,0.9450752598329246
Asf1a,2.6908981653292003,2.2380234928996345,-0.4528746724295658,0.11349795842992434,0.9450119503703525
Tmem9b,4.370145895885648,4.505601356948653,0.135455461063005,0.11350669156296751,0.9449785347421495
Ephx2,3.327810596008258,2.891530369354239,-0.43628022665401867,0.11353832218645683,0.9448575278536688
Hmces,2.1119740147602557,2.4953666375462387,0.38339262278598296,0.11356986471335395,0.9447368915555963
Srsf5,8.1833651739773,8.396868017681753,0.21350284370445216,0.11361070942188436,0.9445807282763339
Ccdc6,3.5855487017199903,3.751679092563478,0.16613039084348769,0.11367119331061762,0.9443495807945046
Coro2a,2.414933199524963,2.7146803354315066,0.29974713590654334,0.11373218560608536,0.9441166148806153
Atp5k,6.8210274028212785,6.953527817135548,0.1325004143142694,0.11380592411445817,0.9438351303552274
Krtcap2,3.630862095965929,3.7924965870203606,0.16163449105443162,0.113941491013607,0.9433181017588792
Tmed3,2.7245493760185124,3.028696923578724,0.3041475475602118,0.1140254173304565,0.9429983295761035
Mydgf,2.4553376249982093,2.6197945671764558,0.16445694217824647,0.11405094491424424,0.9429011122343982
Ranbp3,2.7076615741141126,2.8803847240998253,0.1727231499857127,0.11407942254817695,0.942792685815974
Deb1,3.681915546686738,4.056201176389933,0.37428562970319446,0.1141065114646633,0.9426895719491449
Uimc1,3.750138292535213,3.9030966942837453,0.15295840174853215,0.11433163234194174,0.941833595930569
Asxl1,3.3634110491314346,3.540640397526596,0.17722934839516125,0.11441526484545501,0.9415160297747126
Dym,2.4030890767187967,2.758626570599206,0.35553749388040945,0.11449769720162015,0.9412032478453706
Sp4,5.240744457985508,5.405373569122051,0.16462911113654322,0.11450735855492143,0.941166603480336
Fam213b,3.8160643760948063,4.1611224427907265,0.3450580666959202,0.11466367259998972,0.9405741521796387
Aff4,6.3686506439937345,6.48166916471139,0.11301852071765595,0.11481529196457073,0.9400002654785736
Kat2a,2.900564990191899,3.320514601304016,0.41994961111211726,0.1148654882999308,0.9398104368670492
Sf3b1,6.707792931216036,6.85875227680459,0.15095934558855362,0.11500694841082064,0.9392759199479864
Dusp12,4.101294970907108,4.389247090240502,0.2879521193333945,0.11507283625848956,0.9390271824981454
Kcnq5,3.7350073372308494,3.8947769293306096,0.15976959209976016,0.11507404594443908,0.9390226170664725
Zfp414,1.922463331124409,2.162709619950876,0.24024628882646692,0.11511410313986084,0.9388714657654433
D230025D16Rik,2.7572176514738387,3.0511257973042443,0.2939081458304056,0.11511775556556338,0.9388576863663869
Amacr,2.2059595334710833,1.9392178691679522,-0.26674166430313107,0.11513567541203766,0.9387900870222815
Smarcb1,3.711090992708441,3.842466959129522,0.13137596642108118,0.1151599314350141,0.9386986023681471
Rab3gap2,3.815454965516244,4.025874870026989,0.21041990451074488,0.1152014388244403,0.9385420966974195
Slc30a6,2.1444190553693647,2.490197478416449,0.34577842304708417,0.11529281875339978,0.9381977427738116
Sumo3,7.40786011833663,7.6721641681061925,0.2643040497695628,0.11530093838508769,0.9381671581536348
Coro2b,4.442171426371085,4.669520094699709,0.22734866832862366,0.11533565496259612,0.9380364137826961
Dclre1c,2.050782867508217,2.247963259107852,0.19718039159963485,0.11533663299071911,0.9380327310497529
Neil2,1.7128858837585235,2.1588339298796586,0.44594804612113514,0.11546855981205352,0.937536250913716
Mark2,3.631134323252173,3.7822232509850227,0.15108892773284976,0.11563554568805899,0.9369086458180053
Snap25,9.693405771041988,9.892525904932102,0.19912013389011385,0.1156361300231438,0.9369064512258476
Slc3a2,5.041102949433814,5.200994060794737,0.15989111136092315,0.11565572265085812,0.9368328734493345
Akap8l,3.719107161858343,3.552576938338998,-0.1665302235193451,0.11567129965082784,0.9367743847775454
Eed,3.191351973459284,3.467396302129229,0.2760443286699452,0.11569769317758956,0.9366753000822267
Lypd6b,1.919146470671094,2.3803208959389113,0.4611744252678174,0.11580975167872663,0.9362548696073006
Ercc4,3.098329507890201,3.3175088899859158,0.21917938209571464,0.11585543358159815,0.9360835931284911
Casd1,4.845131154819138,5.006187125973301,0.1610559711541626,0.11614167319313866,0.9350119216011882
Cfap20,3.9405126998630275,4.134615009620725,0.19410230975769727,0.1161605639634414,0.9349412881245597
Chmp1a,5.42549640357965,5.6355405960381715,0.2100441924585219,0.1161862249842089,0.9348453587612566
Zfp661,2.5721731381253945,2.863972966192145,0.2917998280667504,0.11624815968194106,0.9346139136750344
Prmt1,5.67983425062646,5.834711849389996,0.15487759876353646,0.11646026239727988,0.9338222357155228
Pik3ca,5.047121210806045,5.250310630057352,0.20318941925130662,0.11646296010142393,0.9338121757652006
March2,4.27147739199999,4.427826859300322,0.15634946730033228,0.11648368555369944,0.9337348966993729
Rtn3,8.207879012612745,8.405677470914332,0.1977984583015875,0.11666806446845765,0.933048007049661
Trim44,5.179376631935791,5.343106998073746,0.16373036613795477,0.1166921044385881,0.932958527971388
Fbxo27,1.881219809808803,2.1754501744146615,0.2942303646058584,0.11672794498261865,0.9328251602451639
Armc9,3.03364915126431,3.3612357719789006,0.32758662071459055,0.11688600695903004,0.9322374774115104
Ank,6.356349146370941,6.514326857526434,0.15797771115549342,0.11700116902143631,0.9318097989630464
Ipo9,4.706471866549676,4.929263204186501,0.22279133763682513,0.11705321857102649,0.931616640161131
Rnase4,2.719984371271469,2.517035339934605,-0.20294903133686404,0.11722903384380892,0.9309648142857156
Cspp1,4.0485019820730415,3.8425811754692627,-0.20592080660377876,0.11725887375930576,0.9308542814156572
Hectd1,6.144913967795244,6.246813828773573,0.10189986097832904,0.11733639530778586,0.930567257878543
Trim35,6.468815155508889,6.624540759482933,0.15572560397404445,0.11760568602903711,0.9295716803743536
Zbtb33,3.151524091712145,3.2984609187580762,0.14693682704593103,0.11764347625739104,0.9294321509696524
Evi2a,3.292844312923318,2.821724876869535,-0.47111943605378315,0.11766336452510912,0.9293587373373379
Fndc4,3.7678559649119308,3.9744001386411583,0.2065441737292275,0.11773496910013505,0.9290945258427787
Sgtb,2.249357989904251,1.998717868310073,-0.2506401215941778,0.1178823659593875,0.9285511562222238
Rnf6,4.074256417658687,3.8534718108474046,-0.22078460681128265,0.1179142229046364,0.9284338068094717
Srsf9,4.9547078777166975,5.053322072373025,0.09861419465632792,0.11800193593251815,0.9281108676268139
Nkiras1,4.940441039472345,5.257874716736462,0.3174336772641171,0.11800316093267334,0.9281063591580155
Snap91,7.229267888107551,7.403903114102934,0.17463522599538273,0.11802356223416163,0.9280312814501764
Pdss1,2.622642707790954,2.8734274242060582,0.250784716415104,0.11803815143753396,0.9279776004831998
Xpot,5.046224423680954,5.267561069232304,0.22133664555135013,0.11825116863060661,0.9271945586043921
Rps27a,4.927496298764679,6.664140181619726,1.7366438828550468,0.11828929649781093,0.9270545510799459
Aak1,7.213821932344512,7.357782407769503,0.1439604754249908,0.11834367697639565,0.9268549411790803
Fryl,5.086331629457159,4.8511534108329615,-0.2351782186241973,0.11848081712780975,0.9263519592735203
Mplkip,3.5727717207718483,3.80520890559368,0.23243718482183162,0.11854630559151844,0.9261119759432211
Erh,2.6943544554675047,3.077356640007095,0.3830021845395901,0.1185964086523543,0.9259284621191459
Slc9a3r2,2.344141485954809,2.510795835659303,0.1666543497044941,0.11861015804716037,0.9258781153991241
Nsmce4a,5.779116594539555,5.98365746224574,0.20454086770618574,0.1186869782349851,0.9255969271356731
Mag,4.770218776110006,4.4883568433731655,-0.2818619327368408,0.11869696285847528,0.9255603933510519
Ino80c,4.299724106938857,4.474374094791665,0.17464998785280805,0.11879053396799488,0.9252181654933684
Tsnax,6.171498836010883,6.383940598026104,0.2124417620152208,0.11879753563758233,0.9251925683624025
Farsb,4.945981517868341,5.130689018360342,0.18470750049200113,0.11886419287434374,0.9249489542892008
Pptc7,6.332913765475852,6.54563565734902,0.21272189187316837,0.11896612845067586,0.924576671556075
Rbm33,4.7052416563325155,4.950103323014867,0.24486166668235132,0.11915729390880316,0.9238793682785719
Tubb4b,5.4612723760869075,5.6642468695848835,0.20297449349797603,0.11918824800829768,0.9237665640316771
Fam199x,4.294097229055558,4.5475811361723,0.25348390711674185,0.11920380061360714,0.9237098976225939
Ptpn3,2.67871862753109,2.9237552454510953,0.2450366179200052,0.11924983205994871,0.9235422239062042
Hat1,2.9030377637069567,3.1727162898659933,0.26967852615903665,0.11925095145169971,0.9235381472264266
Nabp2,2.7923724003226593,2.967691888575764,0.17531948825310462,0.11965649666843224,0.9220637166856909
Mrpl34,2.8658100793997785,3.2098697202312203,0.3440596408314418,0.11975832809580042,0.921694275656291
4931428F04Rik,2.573891936857289,2.8730915161027455,0.2991995792454567,0.1197638019288496,0.9216744256700848
Psmf1,3.2563467026582713,3.5621868513473784,0.30584014868910714,0.11977757607031161,0.9216244799472502
Ubqln4,3.7948066936376113,3.992352021641677,0.19754532800406555,0.11982585657178453,0.9214494577831202
Tbc1d1,2.829873758770219,3.0043904911721615,0.17451673240194232,0.11991840908618934,0.9211141417481047
Gabra2,2.677054670248863,2.35095038130269,-0.32610428894617316,0.11995483561792307,0.9209822400692163
Atp2c1,5.535604496402738,5.6695674758000285,0.13396297939729074,0.1200094582039301,0.9207845249198326
Btbd1,4.134102073432292,4.488975665008062,0.35487359157577014,0.12003680070281872,0.9206855881857697
Rragd,4.29103252624527,4.549797289745146,0.258764763499876,0.12009025001333391,0.9204922510258586
Mdh2,6.975387353270072,7.1030319803108535,0.12764462704078117,0.12023316539308396,0.9199757190182208
Ext2,1.950652512068035,2.360926327468994,0.41027381540095886,0.12029849378256109,0.91973981028291
Chsy1,3.033023086992689,3.2533220022705316,0.2202989152778425,0.12035138419318717,0.9195489104242144
Nfic,4.78696729416814,4.992294599829049,0.20532730566090862,0.1204201018158417,0.9193010099304028
Paxbp1,4.205991018221151,4.379690799420936,0.1736997811997849,0.12049231755203575,0.9190406423100258
Neurl4,4.107062714988355,4.310192571728805,0.2031298567404507,0.12051403905650528,0.9189623578225289
Dzank1,4.9589436218866725,5.189363763143883,0.2304201412572109,0.1207745691343021,0.9180245031929543
Aacs,3.5931281461735796,3.898912037234792,0.3057838910612123,0.12079593281302889,0.9179476881204716
Rabl6,5.405944059854413,5.2446087692256755,-0.1613352906287373,0.12085006819638931,0.917753100181385
Rps2,3.1970892099592825,3.3695747551657385,0.17248554520645598,0.12090603346071338,0.9175520264070994
Galntl6,3.1733367361137996,3.4761197958962646,0.302783059782465,0.12100593901615826,0.9171933138269518
Hhip,3.176526490190127,2.834949715626006,-0.34157677456412117,0.1210374842901228,0.9170801115072741
Fam73a,5.263486386500149,5.430136572093954,0.16665018559380496,0.12112212486832766,0.9167765188669975
Hes1,3.7774167637625986,3.9997783421493445,0.22236157838674586,0.12123270133866035,0.9163802176669947
Dpysl2,6.918347643994859,7.065681851551111,0.14733420755625204,0.1212675595112172,0.9162553624438136
Rab2a,7.393999260212946,7.547732607157113,0.15373334694416663,0.12140784437976614,0.9157532518045404
Map2k4,6.477526937908348,6.67723613468612,0.19970919677777133,0.12149626920909157,0.9154370577593409
Bnip2,4.549370320725924,4.733435728396956,0.1840654076710324,0.12176284651201706,0.914485207731751
